User_Id,Sex,Sports_IF,MovieGenres_IF,MusicGenres_IF,Hobbies_IF,TravelPreferences_IF,FoodPreferences_IF,Books_IF,VideoGames_IF,OutdoorActivities_IF,LifestylePreferences_IF,Age
267,female,"Running, Basketball, Cycling, Gymnastics","Drama, Horror","Pop, Jazz, Classical","Gaming, Painting, Reading, Dancing, Crafting, Photography, Gardening, Cooking","Wildlife Safaris, Cultural Festivals, Countryside, Adventure Sports","BBQ, Chinese, Japanese, Indian, Mexican, Vegan","Self-help, Science Fiction, Fiction, Mystery, Romance","RPG, Action, FPS, Sports, Adventure, Fighting, Strategy, Indie","Skiing, Camping","Sustainability, Fashion, Fitness",33
268,female,"Cycling, Gymnastics, Running, Tennis",,"Blues, Pop, Country, Classical, Reggae, Jazz, Hip-hop, Folk, Rock, EDM","Painting, Photography, Dancing, Cooking, Knitting, Gardening, Crafting","Countryside, Beaches, Luxury Resorts, Mountains, Cities, Cultural Festivals, Wildlife Safaris, Road Trips, Historical Sites, Adventure Sports","Desserts, Italian, Mediterranean","Poetry, Mystery","Action, Adventure",,"Socializing, Sustainability, Minimalism, Entrepreneurship, Fashion, Volunteering, Mindfulness, Fitness, DIY Projects",34
269,female,"Tennis, Cycling, Football, Swimming, Basketball, Running","Fantasy, Mystery, Horror, Action","Pop, Jazz, Folk, Hip-hop, Rock, Country, Classical, Blues","Reading, Gardening, Knitting, Photography, Painting, Crafting, Dancing, Gaming, Writing","Historical Sites, Mountains, Luxury Resorts, Wildlife Safaris, Beaches, Road Trips, Adventure Sports, Cultural Festivals, Cities, Countryside","Chinese, Mediterranean, Seafood, Italian, Indian, Mexican, Vegan","Self-help, Non-Fiction, Biographies, Romance, Science Fiction, Thriller",Fighting,Boating,"Fitness, Tech Gadgets, Sustainability",24
270,female,"Swimming, Basketball, Gymnastics, Cricket, Yoga, Running, Badminton","Comedy, Action","Folk, EDM, Jazz, Pop, Hip-hop, Rock, Reggae, Blues","Dancing, Photography, Cooking, Gaming, Reading, Painting, Crafting, Knitting, Writing, Gardening","Historical Sites, Luxury Resorts, Road Trips, Cultural Festivals, Cities, Wildlife Safaris, Beaches, Mountains","BBQ, Chinese","Self-help, Poetry, Fantasy",FPS,"Stargazing, Fishing, Bird Watching, Camping, Boating, Skiing, Rock Climbing",Minimalism,22
271,female,"Cycling, Tennis, Yoga","Action, Comedy, Mystery, Documentary, Sci-Fi, Horror, Drama, Animated","Rock, Reggae, Jazz, Folk","Dancing, Gardening, Gaming, Reading, Crafting, Painting","Road Trips, Countryside, Historical Sites, Cultural Festivals, Cities, Wildlife Safaris, Mountains, Luxury Resorts, Adventure Sports","Seafood, Mediterranean, Japanese, Indian, Mexican, BBQ, Vegan, Chinese, Italian","Fiction, Mystery, Non-Fiction, Science Fiction, Thriller","Simulation, Adventure, Action, Indie, Strategy, RPG, Sports, Puzzle, Fighting","Fishing, Surfing","Minimalism, Tech Gadgets, Volunteering, Mindfulness, DIY Projects, Fashion, Fitness, Entrepreneurship",25
272,female,"Gymnastics, Running, Yoga, Football",Romance,"Jazz, Classical, Blues, Folk","Gaming, Gardening, Crafting, Cooking, Writing, Painting","Luxury Resorts, Cities, Countryside, Beaches, Wildlife Safaris, Historical Sites, Adventure Sports","BBQ, Indian, Mexican, Desserts, Italian, Chinese, Mediterranean, Seafood","Fiction, Fantasy, Non-Fiction, Thriller","Indie, Fighting","Bird Watching, Stargazing, Fishing, Camping","Entrepreneurship, Fitness, Mindfulness, Socializing, DIY Projects, Sustainability, Volunteering",24
273,female,"Swimming, Yoga, Football, Basketball","Fantasy, Romance, Action, Animated, Sci-Fi, Documentary, Comedy, Drama, Horror, Mystery","Country, Classical, Rock, Pop, Blues, EDM, Folk, Reggae, Jazz, Hip-hop","Painting, Writing","Beaches, Mountains, Adventure Sports, Cities, Luxury Resorts, Historical Sites, Countryside, Cultural Festivals, Road Trips, Wildlife Safaris","Desserts, BBQ, Mexican, Chinese, Indian","Fantasy, Science Fiction, Mystery, Self-help, Biographies","Simulation, Sports, FPS, Strategy, RPG, Puzzle","Surfing, Bird Watching, Skiing","DIY Projects, Minimalism",29
274,female,"Cricket, Swimming, Yoga, Cycling, Gymnastics","Horror, Documentary, Sci-Fi, Action, Romance","Pop, Reggae, EDM, Jazz, Rock, Hip-hop, Country, Classical, Blues, Folk","Knitting, Painting, Crafting, Cooking, Photography, Gaming, Gardening, Writing","Luxury Resorts, Beaches, Cities, Countryside, Adventure Sports, Wildlife Safaris, Cultural Festivals, Road Trips, Historical Sites","Desserts, BBQ","Thriller, Fantasy, Non-Fiction, Poetry, Romance, Biographies, Fiction",Adventure,"Skiing, Picnicking",Fashion,20
275,female,"Basketball, Swimming, Football, Running, Tennis","Horror, Sci-Fi, Documentary, Romance, Animated, Fantasy, Action","Hip-hop, Blues, Country, Pop, Classical, Folk, Rock, EDM","Writing, Reading, Cooking, Gaming","Countryside, Historical Sites, Cultural Festivals, Wildlife Safaris","Seafood, Desserts, Japanese, Mediterranean, BBQ, Chinese, Italian, Indian, Vegan, Mexican","Self-help, Fiction, Mystery, Biographies, Non-Fiction, Romance, Fantasy, Science Fiction, Thriller",Indie,Camping,"Socializing, Mindfulness, DIY Projects, Sustainability, Volunteering, Fitness",27
276,female,"Yoga, Gymnastics, Swimming, Cycling, Running, Cricket, Basketball, Tennis, Badminton, Football","Fantasy, Romance, Mystery, Action, Horror, Drama, Documentary, Sci-Fi, Animated","Reggae, Folk, Country, Classical, Blues, EDM","Painting, Knitting, Dancing, Writing, Reading, Gaming","Luxury Resorts, Cities, Cultural Festivals, Countryside, Beaches, Road Trips",,Science Fiction,"Fighting, Strategy, RPG, Sports, Simulation, FPS, Indie, Adventure, Action","Bird Watching, Fishing, Skiing, Picnicking, Rock Climbing",DIY Projects,36
277,female,"Swimming, Badminton, Yoga, Football, Cricket, Basketball, Gymnastics, Tennis","Documentary, Fantasy, Comedy, Horror, Animated, Drama, Action, Sci-Fi, Romance","Rock, Pop, Classical, Reggae, Jazz","Writing, Reading","Cultural Festivals, Wildlife Safaris, Cities, Beaches, Countryside","Italian, Mexican, Vegan, Seafood, Mediterranean, Desserts, Japanese, Indian, BBQ","Biographies, Science Fiction, Mystery, Self-help","RPG, Sports, FPS","Stargazing, Bird Watching, Rock Climbing, Camping, Picnicking","Volunteering, Socializing, Fitness",31
278,female,"Cricket, Gymnastics, Yoga, Badminton, Running, Football, Cycling, Tennis, Swimming, Basketball","Action, Fantasy, Comedy, Documentary, Sci-Fi, Mystery","EDM, Folk, Rock",Gardening,"Adventure Sports, Historical Sites, Beaches, Cultural Festivals, Cities, Wildlife Safaris, Countryside, Mountains, Road Trips","Italian, Vegan, Japanese, Mediterranean","Thriller, Self-help, Fiction, Poetry, Biographies, Romance","Adventure, Simulation, Action, Sports, Fighting, Strategy, RPG","Surfing, Picnicking, Skiing, Boating, Bird Watching, Hiking, Rock Climbing, Camping","Minimalism, Entrepreneurship, Fitness, Sustainability, Tech Gadgets, Socializing, Fashion, DIY Projects, Volunteering",34
279,female,"Swimming, Cycling, Tennis, Running, Cricket, Gymnastics","Comedy, Drama, Fantasy, Animated",EDM,"Knitting, Gaming, Gardening","Beaches, Adventure Sports, Cultural Festivals, Mountains, Road Trips, Luxury Resorts, Countryside, Cities","Desserts, Vegan","Poetry, Romance, Fiction, Self-help, Thriller","RPG, Adventure, Puzzle, Action, Indie, FPS, Strategy, Simulation, Fighting","Camping, Skiing, Rock Climbing, Surfing, Fishing, Stargazing, Bird Watching, Picnicking, Boating, Hiking",,23
280,female,"Gymnastics, Football, Cycling, Tennis, Yoga, Running, Basketball, Badminton, Swimming","Comedy, Mystery, Sci-Fi, Animated, Horror, Fantasy, Documentary, Action, Drama, Romance",Jazz,Photography,Wildlife Safaris,"BBQ, Mexican","Self-help, Poetry, Non-Fiction, Fiction, Mystery, Fantasy",,"Bird Watching, Camping, Picnicking, Rock Climbing","Minimalism, Sustainability, Fashion, Entrepreneurship, DIY Projects, Mindfulness",22
281,female,"Swimming, Badminton, Cycling, Football, Running, Gymnastics, Basketball, Yoga, Cricket, Tennis","Comedy, Drama, Sci-Fi, Animated, Documentary, Romance, Mystery, Fantasy, Horror","Jazz, Reggae, Hip-hop, Rock, Blues, Pop, Classical","Gardening, Writing, Knitting","Historical Sites, Cities, Beaches, Countryside, Cultural Festivals, Adventure Sports, Mountains, Luxury Resorts, Wildlife Safaris","Mediterranean, Mexican, Seafood, Desserts","Fantasy, Romance, Poetry, Science Fiction","Simulation, Adventure, Action, FPS, RPG, Strategy, Indie, Fighting, Sports",Bird Watching,,36
282,female,"Badminton, Yoga, Gymnastics, Running","Romance, Fantasy, Documentary, Drama, Sci-Fi, Horror, Action","Pop, Folk, Reggae, Classical, Blues, Hip-hop, Rock, Jazz","Cooking, Dancing",,"Seafood, BBQ, Vegan, Mexican, Japanese, Desserts","Biographies, Fantasy, Romance, Thriller, Science Fiction, Mystery, Self-help, Fiction","Action, Strategy, Adventure","Boating, Stargazing, Skiing, Surfing, Camping, Bird Watching, Picnicking, Rock Climbing","Entrepreneurship, Fitness, Volunteering, DIY Projects, Fashion",33
283,female,"Swimming, Football, Tennis, Basketball, Cycling, Yoga, Gymnastics, Cricket","Horror, Romance, Action, Sci-Fi, Animated, Comedy, Drama, Fantasy, Mystery","Pop, Blues, EDM, Jazz, Rock, Reggae, Folk, Hip-hop","Gaming, Reading, Gardening, Cooking, Photography, Dancing","Wildlife Safaris, Countryside, Cultural Festivals, Road Trips, Historical Sites, Mountains, Adventure Sports, Beaches","Japanese, Indian, Mediterranean, Seafood, Italian, BBQ","Mystery, Thriller, Biographies","Action, Indie","Boating, Surfing, Picnicking, Bird Watching, Rock Climbing",,30
284,female,"Football, Swimming, Yoga","Drama, Comedy, Action, Animated, Romance, Documentary",,"Crafting, Writing, Dancing, Gaming, Reading",,"Italian, Indian, Desserts, Mediterranean, Vegan, BBQ, Seafood","Poetry, Self-help, Non-Fiction, Romance, Mystery, Fantasy, Science Fiction, Thriller, Fiction, Biographies",Indie,"Bird Watching, Rock Climbing, Surfing, Skiing, Camping, Picnicking, Stargazing, Hiking, Boating","Volunteering, DIY Projects, Sustainability, Tech Gadgets",24
285,female,"Basketball, Cycling, Swimming, Football, Badminton, Cricket, Running, Tennis, Yoga, Gymnastics","Comedy, Romance, Mystery, Documentary, Action","Rock, Hip-hop, Blues, Jazz, Pop","Gardening, Reading, Photography, Dancing","Mountains, Countryside, Cultural Festivals, Luxury Resorts","BBQ, Italian, Mediterranean, Seafood, Indian, Vegan, Mexican, Chinese, Desserts",,"Puzzle, Simulation, Sports, FPS, Adventure, Indie, RPG, Fighting","Rock Climbing, Hiking, Surfing, Camping, Skiing, Boating, Stargazing, Picnicking","Socializing, Minimalism, Entrepreneurship, Fitness, Fashion, DIY Projects, Sustainability, Volunteering",23
286,female,"Yoga, Swimming, Running, Cycling, Football, Badminton, Gymnastics, Tennis, Basketball","Sci-Fi, Drama","Pop, Folk, EDM, Rock, Reggae",Gaming,"Historical Sites, Cities, Road Trips",Japanese,"Science Fiction, Thriller, Self-help","Puzzle, Simulation, RPG, Strategy, Adventure, Fighting, Action, Sports, Indie, FPS","Surfing, Hiking, Stargazing, Boating, Camping, Rock Climbing","Fitness, Socializing, Sustainability, Minimalism, Tech Gadgets, DIY Projects, Entrepreneurship",29
287,female,"Tennis, Cricket, Yoga, Running, Basketball","Documentary, Comedy, Fantasy, Mystery, Sci-Fi","Hip-hop, Classical, Folk, EDM","Crafting, Reading, Painting, Dancing, Gardening, Gaming, Photography, Knitting","Mountains, Wildlife Safaris, Historical Sites, Beaches, Adventure Sports, Countryside, Road Trips","Seafood, Chinese, Italian, Desserts, Indian, Mexican, Japanese, Mediterranean, BBQ","Poetry, Non-Fiction, Thriller","Puzzle, FPS, Simulation, RPG, Strategy, Adventure, Sports, Fighting","Boating, Camping, Surfing, Fishing, Stargazing, Bird Watching","Volunteering, Socializing, Entrepreneurship, Fashion, Sustainability, DIY Projects",38
288,female,"Badminton, Swimming",Sci-Fi,"Pop, Classical, Folk, Hip-hop","Photography, Gardening, Painting, Cooking, Reading, Dancing, Crafting, Writing, Knitting, Gaming","Adventure Sports, Historical Sites, Cities","Japanese, Mexican, Chinese, Indian, Mediterranean, Italian, Desserts, Seafood",Fiction,"Action, Adventure, Indie, Puzzle","Picnicking, Skiing, Bird Watching, Stargazing, Camping, Rock Climbing","Minimalism, Fitness, Sustainability, Tech Gadgets, Mindfulness, Fashion, Volunteering, Entrepreneurship",26
289,female,"Tennis, Football, Gymnastics, Yoga, Swimming, Badminton, Running, Cricket, Cycling","Animated, Mystery","Pop, Hip-hop","Dancing, Gardening, Painting, Writing, Crafting, Photography, Knitting, Gaming, Cooking, Reading","Cities, Road Trips, Cultural Festivals","Mediterranean, Japanese, Vegan, BBQ, Seafood, Mexican, Desserts","Fiction, Non-Fiction, Mystery, Self-help, Science Fiction, Biographies","Puzzle, Action, RPG, Simulation, Fighting, Indie, Sports, Adventure","Bird Watching, Rock Climbing, Camping, Picnicking, Hiking, Surfing, Stargazing","Minimalism, Entrepreneurship, Volunteering, Sustainability, Tech Gadgets, Fashion, DIY Projects, Socializing, Fitness, Mindfulness",28
290,female,,,"Folk, Reggae, EDM, Rock, Pop, Jazz, Hip-hop, Classical",,"Cultural Festivals, Countryside, Mountains","Vegan, Desserts, Indian, Seafood, Italian","Fiction, Self-help, Non-Fiction","FPS, Sports, Adventure, Strategy, Simulation, Fighting, Indie, RPG, Action, Puzzle","Hiking, Stargazing, Boating, Camping","Mindfulness, Fitness, Volunteering, Tech Gadgets",37
291,female,"Gymnastics, Tennis, Running, Swimming","Documentary, Comedy, Romance, Drama, Fantasy, Action, Animated, Sci-Fi, Mystery, Horror","Pop, Folk, Hip-hop, Blues, EDM, Jazz, Rock, Reggae, Classical, Country",Crafting,"Wildlife Safaris, Cities",,"Biographies, Fantasy, Non-Fiction, Fiction, Science Fiction","Simulation, RPG, Strategy, Indie, Fighting, Puzzle, Sports, Action, FPS, Adventure","Stargazing, Fishing, Boating, Hiking, Bird Watching, Surfing, Picnicking, Rock Climbing, Camping","Fashion, Minimalism, Tech Gadgets, Entrepreneurship, DIY Projects",35
292,female,"Swimming, Cricket, Yoga, Badminton, Tennis, Running, Basketball, Gymnastics, Cycling, Football","Sci-Fi, Action, Documentary, Romance, Mystery, Comedy","Classical, Folk, Rock, Country, Blues, Jazz","Cooking, Gardening, Painting, Dancing, Knitting, Photography, Writing, Crafting, Reading","Wildlife Safaris, Beaches, Mountains, Road Trips, Adventure Sports, Luxury Resorts, Countryside","Vegan, Seafood, Chinese, Desserts, Italian, Mexican, Mediterranean, Indian, BBQ",Thriller,"Action, Simulation, FPS","Surfing, Boating, Skiing","Fitness, Volunteering, Minimalism, Sustainability, Tech Gadgets, Socializing",25
293,female,"Gymnastics, Badminton, Cricket, Cycling, Basketball, Swimming, Football, Running, Yoga",Sci-Fi,"Pop, EDM, Reggae, Classical","Painting, Reading, Writing, Photography, Gaming","Cities, Wildlife Safaris, Adventure Sports, Cultural Festivals, Countryside, Luxury Resorts, Road Trips, Beaches, Mountains","Italian, Mexican","Mystery, Poetry","Action, Sports","Fishing, Stargazing, Boating, Camping, Rock Climbing, Surfing, Skiing","Fashion, Socializing",32
294,female,"Cricket, Yoga, Basketball",,"Country, Blues, Classical, Reggae, Jazz, Pop, EDM, Hip-hop, Folk, Rock",,"Historical Sites, Mountains","Japanese, BBQ, Chinese, Seafood, Mediterranean, Mexican, Indian","Science Fiction, Poetry, Thriller, Mystery, Self-help, Non-Fiction, Biographies, Romance, Fiction, Fantasy","Fighting, Strategy, Adventure, Sports","Bird Watching, Rock Climbing, Surfing, Fishing, Skiing, Stargazing, Camping, Picnicking","Fitness, Sustainability, Socializing, Mindfulness",34
295,female,Gymnastics,,"Country, Blues, Pop",,"Beaches, Cultural Festivals",,"Non-Fiction, Biographies, Fantasy, Romance, Self-help, Thriller","Indie, Sports, Strategy, Fighting, Simulation","Camping, Picnicking, Rock Climbing, Surfing, Stargazing, Boating, Bird Watching, Hiking, Skiing, Fishing","Fashion, Mindfulness, Fitness, DIY Projects",23
296,female,"Swimming, Football, Tennis, Yoga","Drama, Action",Hip-hop,"Photography, Cooking, Gaming, Writing, Gardening, Painting, Reading, Knitting, Dancing","Wildlife Safaris, Road Trips, Beaches, Cities, Historical Sites, Countryside, Luxury Resorts, Mountains, Cultural Festivals, Adventure Sports","Italian, Vegan, Desserts, BBQ","Self-help, Poetry, Mystery, Fiction","Fighting, FPS, Sports, Indie, Simulation, Action, Puzzle, RPG","Rock Climbing, Picnicking, Camping, Boating, Surfing, Hiking, Stargazing, Bird Watching","Tech Gadgets, Socializing",36
297,female,"Tennis, Swimming, Gymnastics, Cricket, Running, Cycling, Yoga",,"Folk, EDM, Jazz, Country","Gardening, Writing, Cooking, Painting, Reading","Luxury Resorts, Historical Sites, Countryside, Beaches, Mountains, Wildlife Safaris, Cities, Road Trips","BBQ, Chinese, Desserts, Mediterranean","Mystery, Self-help, Biographies, Non-Fiction, Fiction, Science Fiction, Thriller, Poetry, Fantasy","Adventure, FPS","Boating, Bird Watching, Fishing","Minimalism, Socializing",24
298,female,"Cricket, Cycling, Gymnastics, Swimming, Basketball, Tennis, Yoga, Running, Badminton, Football",Documentary,Pop,Photography,"Road Trips, Luxury Resorts","Mexican, Desserts, Italian, Japanese, Chinese",Non-Fiction,Simulation,"Surfing, Fishing, Stargazing, Rock Climbing, Bird Watching, Boating, Picnicking, Skiing, Hiking, Camping","Fashion, Entrepreneurship, Tech Gadgets, DIY Projects, Sustainability, Fitness, Minimalism, Mindfulness",20
299,female,"Cricket, Yoga, Football, Cycling, Swimming, Tennis, Basketball","Comedy, Documentary, Sci-Fi, Drama, Romance, Mystery, Action, Animated, Fantasy, Horror","Folk, Rock, Classical, Hip-hop, EDM, Jazz, Blues",Reading,"Luxury Resorts, Cities, Cultural Festivals, Wildlife Safaris, Countryside, Mountains","BBQ, Italian, Mediterranean, Vegan, Chinese, Mexican, Japanese, Desserts","Poetry, Science Fiction","Adventure, Fighting, Indie, Puzzle, Sports, Simulation, Strategy",,"Fashion, Socializing, Tech Gadgets, Volunteering, Sustainability, DIY Projects, Entrepreneurship",32
300,female,"Swimming, Basketball, Gymnastics, Cricket, Football, Yoga","Horror, Action, Animated, Fantasy, Sci-Fi, Comedy, Documentary, Drama, Romance, Mystery","Blues, Jazz, Reggae, Hip-hop, Rock, Folk, EDM, Pop, Country","Knitting, Gaming, Cooking, Painting, Dancing, Photography","Road Trips, Cities, Historical Sites, Wildlife Safaris, Cultural Festivals",,,"FPS, Puzzle, RPG, Simulation, Sports, Adventure, Indie, Fighting","Hiking, Surfing, Stargazing, Skiing, Boating, Rock Climbing, Fishing, Camping, Bird Watching","Sustainability, Volunteering, DIY Projects, Minimalism",30
301,female,"Running, Cricket, Swimming, Basketball, Yoga, Badminton, Football, Gymnastics, Tennis, Cycling","Horror, Documentary","Rock, Classical, EDM, Hip-hop, Jazz, Reggae, Pop, Country, Blues","Photography, Writing, Reading","Cities, Mountains, Historical Sites, Beaches, Luxury Resorts, Road Trips, Wildlife Safaris, Countryside",Desserts,"Mystery, Fantasy, Poetry, Thriller, Non-Fiction, Romance, Self-help, Biographies, Science Fiction, Fiction","Action, Simulation, RPG, Sports","Boating, Camping, Hiking, Rock Climbing, Surfing, Skiing, Fishing, Bird Watching, Picnicking, Stargazing","Socializing, Volunteering, Sustainability, Minimalism, Fashion",33
302,female,"Gymnastics, Cycling, Tennis, Running, Badminton, Swimming, Cricket","Fantasy, Romance, Animated, Horror, Sci-Fi","Country, Blues, Folk, Jazz, Classical, Pop","Crafting, Cooking, Photography, Gaming, Painting, Reading, Knitting, Gardening, Dancing, Writing","Road Trips, Beaches","Desserts, Mexican, Japanese","Mystery, Thriller","Indie, FPS","Skiing, Hiking, Surfing, Boating, Stargazing, Picnicking, Camping","Sustainability, Mindfulness, Volunteering, Entrepreneurship, Fashion, DIY Projects, Fitness",32
303,female,"Football, Basketball, Swimming, Tennis, Cycling, Gymnastics, Yoga",Horror,Hip-hop,"Gaming, Photography, Reading, Gardening, Painting, Dancing, Knitting, Writing, Crafting","Cities, Adventure Sports",,"Poetry, Thriller, Mystery, Non-Fiction","Fighting, Indie, FPS","Camping, Surfing","Minimalism, Mindfulness, Socializing, Entrepreneurship, Tech Gadgets, Fitness, Fashion, Sustainability, Volunteering",41
304,female,"Football, Gymnastics, Running","Horror, Sci-Fi, Drama, Fantasy, Animated, Comedy","Rock, Reggae","Gaming, Dancing, Knitting, Reading, Crafting, Painting, Cooking, Writing, Photography","Cities, Road Trips, Wildlife Safaris, Adventure Sports, Beaches, Cultural Festivals, Luxury Resorts, Mountains, Countryside, Historical Sites","Chinese, Italian, Desserts, Seafood, Indian, Vegan, Mexican, Japanese, BBQ","Fiction, Non-Fiction, Thriller, Fantasy, Biographies, Self-help, Romance, Poetry","Strategy, FPS, Adventure, Action, Fighting, Simulation, Indie","Bird Watching, Surfing, Rock Climbing, Boating, Hiking, Camping, Picnicking, Stargazing, Skiing","DIY Projects, Minimalism, Volunteering, Sustainability, Mindfulness, Entrepreneurship, Socializing, Tech Gadgets",29
305,female,"Cycling, Badminton, Swimming, Running, Yoga","Sci-Fi, Action, Animated, Fantasy, Romance, Comedy, Horror","EDM, Reggae, Country, Classical, Pop","Painting, Writing, Photography, Gardening, Dancing, Knitting, Crafting, Cooking, Gaming, Reading","Luxury Resorts, Mountains, Adventure Sports, Road Trips, Wildlife Safaris, Countryside",BBQ,"Science Fiction, Thriller, Fiction, Biographies, Romance","Fighting, Puzzle, Indie, FPS, Action","Fishing, Stargazing, Skiing, Camping",Sustainability,28
306,female,"Yoga, Basketball, Gymnastics, Cricket, Cycling, Badminton, Swimming, Football, Tennis, Running","Horror, Sci-Fi, Mystery, Documentary, Action, Romance","Folk, Classical, Blues, Hip-hop, EDM, Jazz","Reading, Writing, Cooking, Gardening",Cultural Festivals,"Desserts, BBQ, Indian, Vegan, Seafood, Chinese","Poetry, Fiction, Fantasy, Biographies, Romance, Self-help, Mystery, Non-Fiction","Action, Strategy, Indie, Puzzle, Sports, RPG, FPS, Simulation, Fighting","Stargazing, Hiking, Bird Watching, Surfing, Camping, Picnicking, Skiing, Fishing, Rock Climbing",,20
307,female,"Football, Badminton, Gymnastics, Tennis, Cricket, Running, Yoga, Basketball","Drama, Action, Sci-Fi, Documentary, Romance, Mystery, Animated","Jazz, Classical, Blues, EDM, Reggae, Folk, Rock, Pop, Hip-hop, Country",,"Beaches, Luxury Resorts, Historical Sites","Desserts, Indian, Mexican, Mediterranean, Seafood, Vegan, Chinese, Japanese, Italian, BBQ","Poetry, Science Fiction, Thriller","Strategy, Action, Indie, Adventure, Simulation, RPG, Puzzle","Hiking, Skiing, Camping","Volunteering, Mindfulness, Minimalism, Fitness, DIY Projects, Sustainability",40
308,female,"Running, Basketball","Mystery, Documentary, Drama, Horror, Sci-Fi, Romance, Animated, Action, Fantasy, Comedy","Country, Rock, Reggae, Blues, Jazz, EDM, Hip-hop, Folk, Classical","Writing, Photography, Knitting, Gaming, Dancing","Adventure Sports, Wildlife Safaris, Beaches, Luxury Resorts, Countryside, Historical Sites, Mountains","Indian, Chinese, Japanese, Seafood","Biographies, Non-Fiction, Self-help, Romance, Fiction, Poetry, Science Fiction",Sports,"Rock Climbing, Surfing, Boating, Stargazing, Camping",,20
309,female,"Yoga, Football, Gymnastics, Basketball, Cycling",,"Reggae, Classical, Rock, EDM, Country, Folk","Gaming, Gardening","Historical Sites, Luxury Resorts, Cultural Festivals, Cities, Wildlife Safaris, Adventure Sports, Countryside, Beaches","Seafood, Indian, BBQ, Mediterranean, Chinese, Desserts","Romance, Biographies, Poetry","Strategy, Simulation, Fighting, RPG","Fishing, Hiking, Camping, Bird Watching, Skiing, Rock Climbing, Surfing, Boating","DIY Projects, Volunteering, Mindfulness, Tech Gadgets, Fashion, Entrepreneurship, Socializing, Sustainability",18
310,female,"Swimming, Running, Tennis, Cycling, Cricket, Football, Gymnastics","Action, Sci-Fi, Animated","Country, Rock, Reggae, Blues, Classical, Pop, EDM, Hip-hop, Folk, Jazz",Gardening,"Road Trips, Luxury Resorts, Historical Sites, Wildlife Safaris, Beaches, Cities, Cultural Festivals, Adventure Sports, Countryside, Mountains","Indian, Mediterranean, Japanese, Seafood, BBQ, Desserts, Mexican, Italian, Vegan, Chinese","Fiction, Romance, Mystery, Non-Fiction, Biographies, Science Fiction","FPS, Puzzle, Indie, Sports, Strategy","Picnicking, Hiking, Boating, Bird Watching, Fishing, Surfing",Tech Gadgets,32
311,female,"Running, Football, Basketball, Cycling","Action, Documentary, Animated, Horror, Romance, Sci-Fi, Comedy, Fantasy, Drama","Classical, Country, Jazz, Pop, Reggae, Rock, Folk, Blues, EDM, Hip-hop","Writing, Knitting, Gardening, Dancing, Gaming, Photography, Painting, Reading, Crafting, Cooking","Cities, Road Trips","Japanese, Vegan, Seafood, Chinese, Mexican, Italian, Indian, Mediterranean, BBQ","Self-help, Romance, Poetry, Thriller",,"Boating, Hiking, Picnicking, Rock Climbing, Bird Watching, Stargazing, Skiing, Camping, Surfing, Fishing","Volunteering, Entrepreneurship, DIY Projects, Socializing",52
312,female,"Football, Running, Badminton, Cycling","Fantasy, Documentary, Action, Animated, Sci-Fi, Mystery, Drama, Horror","Classical, Jazz, Reggae, Blues, Pop, Folk, Country","Knitting, Photography, Crafting, Cooking, Reading, Dancing, Gaming, Gardening","Historical Sites, Road Trips, Mountains, Countryside, Adventure Sports, Wildlife Safaris, Beaches, Luxury Resorts","Italian, Seafood, Indian, Vegan, Chinese","Mystery, Thriller, Poetry, Non-Fiction, Science Fiction, Self-help, Fantasy","Sports, Puzzle, Fighting, FPS, RPG, Simulation, Action, Adventure, Indie, Strategy","Boating, Surfing, Fishing, Rock Climbing, Picnicking, Bird Watching, Camping, Skiing, Hiking","Minimalism, Sustainability, Tech Gadgets, Entrepreneurship, Fitness, Mindfulness, Fashion, DIY Projects, Volunteering, Socializing",33
313,female,"Football, Tennis, Swimming, Basketball, Cricket, Cycling, Yoga, Running, Gymnastics","Drama, Animated, Comedy, Fantasy, Romance","Folk, EDM, Jazz, Reggae, Pop, Country, Blues, Rock","Crafting, Photography, Reading, Painting, Dancing, Gardening, Cooking, Gaming, Writing","Wildlife Safaris, Luxury Resorts, Beaches, Mountains, Adventure Sports, Historical Sites, Cultural Festivals","Mediterranean, Vegan, Italian, BBQ","Fiction, Fantasy, Romance, Mystery, Poetry, Self-help, Science Fiction, Non-Fiction, Thriller","Strategy, Adventure, Puzzle, Indie, Simulation",Bird Watching,"DIY Projects, Sustainability, Fashion, Volunteering, Entrepreneurship, Minimalism",50
314,female,,,"Jazz, Folk, Reggae, Country, Hip-hop, Blues, Classical, Pop","Crafting, Knitting, Photography, Cooking, Reading, Dancing, Gardening, Writing, Painting, Gaming","Cities, Wildlife Safaris, Countryside, Luxury Resorts, Mountains, Cultural Festivals, Beaches","Mexican, Chinese, Italian, Seafood","Thriller, Fantasy, Self-help, Poetry, Science Fiction, Non-Fiction, Biographies, Mystery, Fiction, Romance","Sports, Indie, Strategy, RPG, Fighting, Simulation","Bird Watching, Fishing, Boating","Entrepreneurship, Socializing, Mindfulness, Sustainability, Fitness",24
